,Title,Location,Company,Salary,Description,Link,apply Link,date
63,Python Developer,"Kochi, Kerala",Addax Digital,"₹25,000 - ₹30,000 a month","-Writing reusable, testable, and efficient code-Design and implementation of low-latency, high-availability, and performant applications-Integration of user-facing elements developed by front-end developers with server side logic-Implementation of security and data protection-Integration of data storage solutionsSkills And Qualifications-Expert in Python, with knowledge of at least one Python web framework (such as Django,Anaconda)-Familiarity with some ORM (Object Relational Mapper) libraries-Able to integrate multiple data sources and databases into one system-Understanding of the threading limitations of Python, and multi-process architecture-Good understanding of server-side templating languages-Basic understanding of front-end technologies, such as JavaScript, HTML5, and CSS3-Understanding of accessibility and security complianceKnowledge of user authentication and authorization between multiple systems, servers, and environments-Understanding of fundamental design principles behind a scalable application-Familiarity with event-driven programming in Python-Understanding of the differences between multiple delivery platforms, such as mobile vs desktop, and optimizing output to match the specific platform-Able to create database schemas that represent and support business processes-Strong unit test and debugging skills-Proficient understanding of code versioning toolsJob Type: Full-timeSalary: ₹25,000.00 - ₹30,000.00 per monthSchedule:Day shiftExperience:total work: 3 years (Preferred)11 days agoReport job",https://in.indeed.com/jobs?q=python+developer&start=40,Default Indeed Apply,11 days ago
64,Python Developer,"Chennai, Tamil Nadu",Nesh Technologies,None,"Location: Chennai (work remotely until COVID situation eases)Number of Positions: 1Job Description:Looking for a Python Web Developer responsible for managing the interchange of data between the server and the users. Your primary focus will be the development of all server-side logic, ensuring high performance and responsiveness to requests from the front-end. You will also be responsible for integrating the front-end elements built by your co-workers into the application; therefore, a basic understanding of front-end technologies is necessary as well.ResponsibilitiesWrite reusable, testable, and efficient codeDesign and implement low-latency, high-availability, and high-performance applicationsIntegrate user-facing elements developed by front-end developers with server side logicImplement of security and data protectionIntegrate with data storage solutionsIdentify and correct bottlenecks and fix bugsEnsure the performance, quality, and responsiveness of applicationsCollaborate with client and internal teams to define, design, and ship new featuresSkillsProficiency/expertise in Python, with working knowledge on web framework such as Django, Flask, etcProven expertise in developing business logics in Python.Hands-on experience in SQL and Unix Shell Scripting.Familiarity with any ORM (Object Relational Mapper) librariesAble to integrate multiple data sources and databases into one systemUnderstanding of the threading limitations of Python, and multi-process architectureGood understanding of server-side template languages (such as Jinja 2, Mako, etc depending on your technology stack)Exposure to PHP, Laravel framework is a big plusBasic understanding of front-end technologies, such as JavaScript, HTML5, and CSS3Understanding of accessibility and security complianceKnowledge of user authentication and authorization between multiple systems, servers, and environmentsUnderstanding of fundamental design principles behind a scalable applicationFamiliarity with event-driven programming in PythonUnderstanding of the differences between multiple delivery platforms, such as mobile vs desktop, and optimizing output to match the specific platformAble to create database schemas that represent and support business processesStrong unit test and debugging skillsProficient understanding of code versioning tools (such as Git, Mercurial or SubVersion)4 days agoReport job",https://in.indeed.com/jobs?q=python+developer&start=40,https://in.indeed.com/rc/clk?jk=95306bc04eeb608b&from=vj&sjdu=NMfGAEQRRpVjwfRG_3l8cEV032N7i_aE8xryjwD-kH8y9LIs_eeTTnmvD3RdLrTb&mvj=0&vjfrom=vjs&pos=bottom&astse=e011bdab3e220eb1&assa=8744,4 days ago
65,Python Developer Fresher,"Chandigarh, Chandigarh",DataKund,"₹10,000 - ₹15,000 a month","We are looking for python developers who have made few projects in python & have good logical skills.Applicants who have done industrial training in python will be preferredWork involves to build automation applications.All work is available from homeJob Type: Full-timeSalary: ₹10,000.00 - ₹15,000.00 per monthBenefits:Work from homeSchedule:Day shiftMonday to FridayEducation:Bachelor's (Preferred)Just postedReport job",https://in.indeed.com/jobs?q=python+developer&start=40,Default Indeed Apply,Just posted
66,Sr.Python Developer,"Kochi, Kerala",ThinkPalm Technologies,None,Good experience in Python Application development.Individual contributorJob FeaturesJob CategoryTechnical30+ days agoReport job,https://in.indeed.com/jobs?q=python+developer&start=40,https://in.indeed.com/rc/clk?jk=8f14aaa217ad4c06&from=vj&mvj=0&vjfrom=vjs&pos=bottom&astse=57d4bcd32b75dc24&assa=6776,30+ days ago
67,Python Developer,"Pune, Maharashtra",Turnera Tech Private Limited,"₹15,000 - ₹50,000 a month","We need a Python developer to create a GUI based product suite. Candidate should be a self-starter, ready to learn and have good programming skills.Job Type: Full-timeSalary: ₹15,000.00 - ₹50,000.00 per monthBenefits:Flexible scheduleWork from homeSchedule:Monday to FridayExperience:work: 1 year (Preferred)total work: 1 year (Preferred)Python: 1 year (Preferred)Education:Bachelor's (Preferred)Work Remotely:Temporarily due to COVID-19COVID-19 Precaution(s):Remote interview processVirtual meetings17 days agoReport job",https://in.indeed.com/jobs?q=python+developer&start=40,Default Indeed Apply,17 days ago
68,Python/Django Developer,"Thiruvananthapuram, Kerala",StackGenie,"₹30,000 a month","Responsible for robust and efficient implementationSuggest technical solutions for short and long termParticipate and lead software design meetings and analyze user needs to determine technical requirements.Collaborate with team members and across groups to prepare technical specifications.Design and develop high-quality code.Test, debug, analyze and fix application problems/issues.Work closely with stakeholders to fix issues in a timely fashion.Participate in code reviews in accordance with program specifications and coding standards, practices and conventions, new designs, changes and enhancements.Mentor less skilled employeesInteract with stakeholders (internal and external) to support product releases and/or resolve program problems.Research and remain informed of new technology and development toolsJob Type: Full-timeSalary: Up to ₹30,000.00 per monthSchedule:Day shiftEvening shiftMonday to FridayExperience:work: 4 years (Preferred)total work: 4 years (Preferred)Python: 3 years (Preferred)Education:Diploma (Preferred)Work Remotely:NoCOVID-19 Precaution(s):Remote interview process6 days agoReport job",https://in.indeed.com/jobs?q=python+developer&start=40,Default Indeed Apply,6 days ago
69,Python Developer,"Chennai, Tamil Nadu",KOKA TECHNOLOGY PRIVATE LIMITED,"₹20,000 - ₹45,000 a month","Core services and essential business systemsTotal years 4 years of experience.Python 3.6 and above having minimum experience of 3 years.Python DB API knowledge.MySQL / Oracle 12c databaseKnowledge of running scripts on ServerNormalization and DB schema awareness, Data extract, transform and load.Integrations with 3rd parties and external APIsReusable libraries for future useOptimized infrastructure to scale our servicesAutomated financial analysis tools for advisers and individual clients.Job Type: Full-timeSalary: ₹20,000.00 - ₹45,000.00 per monthSchedule:Day shiftExperience:work: 1 year (Preferred)total work: 3 years (Preferred)Python: 3 years (Preferred)Education:Bachelor's (Preferred)Work Remotely:NoSpeak with the employer+91 9500076041TodayReport job",https://in.indeed.com/jobs?q=python+developer&start=40,Default Indeed Apply,Today
70,Python Developer || Xoriant || Pune,"Pune, Maharashtra",Xoriant Corporation,None,"Job DescriptionMandatory Skills:Should have 5 to 9 years of experience in the IT IndustryPython, Flask/DjangoOther Mandatory AspectsEarly/ immediate joiners are welcome0.00-50.00 YearsMonster IN6 days agoReport job",https://in.indeed.com/jobs?q=python+developer&start=40,https://in.indeed.com/rc/clk?jk=c52ccc5b8dce4dc2&from=vj&mvj=0&vjfrom=vjs&pos=bottom&astse=51e08274e7547b94&assa=7806,6 days ago
71,Python Developer,"Mumbai, Maharashtra",Pearl Headhunters - Pharma IT,"₹3,00,000 - ₹4,50,000 a year","Urgently hiringWe are hiring Python Programmer / Data Indexing ProgrammerCompany Type : U.S Based MNC Company, Pharmaceutical IT IndustryWork Type: 100% Work from HomePayment Type: Salary will be made on hourly basisExperience Required: 1 - 2 Years of experience in Web Data Extracting DomainSalary Budget: Max budget is Rs. 4,50,000/- PA so candidates whose current CTC is above that please ignore this job opening as it will not be considered.Desired Candidate:Candidate should know Python Program properly.He / She should have experience in Web Data ExtractingSince it is work from home, the candidate should have laptop with good internet connectionExpected Start Date: 10/2/2021Job Types: Full-time, ContractSalary: ₹300,000.00 - ₹450,000.00 per yearSupplemental Pay:Yearly bonusExperience:Python: 2 years (Required)Education:Bachelor's (Required)Language:English (Required)Application Question:What is your notice period?Work Remotely:YesCOVID-19 Precaution(s):Virtual meetings7 days agoReport job",https://in.indeed.com/jobs?q=python+developer&start=40,Default Indeed Apply,7 days ago
72,Python Developer,"Bengaluru, Karnataka",Modefin,None,"2-5 years of experience.What are we looking for in youwe are looking for python developer to join our team and help us develop our products. Python Developer responsibilities include writing and testing code, debugging programs and integrating applications with third-party web services. To be successful in this role, should have experience using server-side logic and work well in a team .RequirementsWrite effective, scalable codeDevelop back-end components to improve responsiveness and overall performanceCoordinate with internal teams to understand user requirements and provide technical solutionsRequirementsWork experience as a Python DeveloperExpertise in DjangoFamiliarity with front-end technologies like HTML5, CSS3 and javascript.Must hands on experience in sockets/WebRTCHands on experience Database & design (PostgreSQL preferred)Server side scripting is a plus (Linux)Working experience in chatbot backed RASA.Salary : As per industry standardsIndustry : IT-Software / Software ServicesFunctional Area : Banking, IT Software – Application Programming, MaintenanceRole : Python DeveloperKey Skills : Django, HTML5, CSS3 and javascript.We are looking forward to your application!ModeFinServer6 days agoReport job",https://in.indeed.com/jobs?q=python+developer&start=40,https://in.indeed.com/rc/clk?jk=4b57fd1a3874f640&from=vj&mvj=0&vjfrom=vjs&pos=bottom&astse=7f8c36fe5e362598&assa=5736,6 days ago
73,Python/Django Developer,"Noida, Uttar Pradesh",R S Infratech,"₹2,60,000 - ₹5,20,000 a year",None,https://in.indeed.com/jobs?q=python+developer&start=40,Default Indeed Apply,20 days ago
74,Python Developer,"Thiruvananthapuram, Kerala",I-Boson innovations,None,None,https://in.indeed.com/jobs?q=python+developer&start=40,Default Indeed Apply,30+ days ago
